id,code_mun,code_mun_short,perc_forest_2010,perc_forest_2011,perc_forest_2022,perc_forest_2023,perc_agrifam_cadunico_2012,perc_cisternas_2010,perc_pessoas_cadunico_2012,perc_popUrb_2010,perc_public_light_2010,perc_saneamento_2010,perc_popUrb_2022,perc_popRur_2022,perc_saneamento_2022,perc_public_light_2022,perc_agrifam_cadunico_2022,perc_pessoas_cadunico_2022,perc_cisternas_2022,fpp_2010,fpp_2022,fpp_abs_change,fpp_perc_change,ifdm_saude_2013,ifdm_saude_2022,irrigacao_hectare_2010,irrigacao_hectare_2022,taxa_u5mort_2010,taxa_u5mort_2022,forest_abs_change,forest_perc_change,cat_change
13922,2930154,293015,96.9479027881384,96.7533323307498,94.19413377479,93.1456643008572,0,5.972187359176764,82.36532903352555,20.12837009701123,87.52842127882437,2.439576928176562,53.45882490705232,46.54117509294768,19.72,98.37,52.31084368198694,82.4819227729149,14.0058891307131,59,32,-27,-45.76271186440678,0.2563975398015659,0.5251,4.276500896932724e-6,5.826863588839218e-6,12.36766412535949,12.91512915129151,-2.7537690133484034,-2.840462696100041,PP
13921,2929057,292905,95.4278203371552,94.8428279932447,92.3896391175957,92.3230818436565,0.006008320717303704,39.84957609688115,89.44784103453838,60.62015576958335,91.386704845506,2.477151727637662,75.47256800368834,24.52743199631166,10.81,98.78,43.56617647058824,80.56378844760587,38.74080882352941,83,84,1,1.2048192771084338,0.2866349996947257,0.4998,5.317647434688624e-6,7.219314394450657e-6,19.4586368326753,16.94915254237288,-3.0381812195594904,-3.1837478932509606,PG
13932,2926400,292640,58.0006094859224,57.4018884707566,49.966379493712,49.9147716090402,14.28309480180863,9.211762377787553,87.25606027299428,43.1841654483969,94.81159255292424,6.670803510615356,44.16824135010099,55.831758649899,13.58,98.18,38.94673847995212,81.22760148563238,11.21484141232795,1684,1754,70,4.156769596199525,0.213038715022446,0.6439,1.030357405020843e-6,8.769534891223073e-7,28.86508924511944,6.872852233676976,-8.034229992210406,-13.85197511443467,PG
13931,2926400,292640,65.6682836318906,64.8424081872832,61.945365826433,61.8659641662951,14.28309480180863,9.211762377787553,87.25606027299428,43.1841654483969,94.81159255292424,6.670803510615356,44.16824135010099,55.831758649899,13.58,98.18,38.94673847995212,81.22760148563238,11.21484141232795,433,313,-120,-27.713625866050805,0.213038715022446,0.6439,1.030357405020843e-6,8.769534891223073e-7,28.86508924511944,6.872852233676976,-3.7229178054576053,-5.669278378473773,PP
13928,2903904,290390,49.9000027381857,48.4064175112509,44.8419677369479,43.6905449588289,4.587189781262799e-4,17.08469241749885,76.61101279675968,67.88828033850221,94.59152226906899,37.50759433215697,73.13634134379598,26.86365865620402,60.87,98.07,84.12440524544506,72.003739578224625,15.68991528374144,449,368,-81,-18.040089086859687,0.3922971726251855,0.6136,9.56636664220591e-6,1.357057027929198e-5,23.64877924211294,15.51189245087901,-5.058035001237798,-10.136342131635125,PP
13927,2903904,290390,19.0267875090986,18.4643015772368,13.4007347638245,13.5451502932481,4.587189781262799e-4,17.08469241749885,76.61101279675968,67.88828033850221,94.59152226906899,37.50759433215697,73.13634134379598,26.86365865620402,60.87,98.07,84.12440524544506,72.003739578224625,15.68991528374144,1284,968,-316,-24.610591900311526,0.3922971726251855,0.6136,9.56636664220591e-6,1.357057027929198e-5,23.64877924211294,15.51189245087901,-5.6260527452741,-29.56911534637008,PP
13930,2926400,292640,76.110210327858,74.2707493969616,65.3601310014383,65.0065663132686,14.28309480180863,9.211762377787553,87.25606027299428,43.1841654483969,94.81159255292424,6.670803510615356,44.16824135010099,55.831758649899,13.58,98.18,38.94673847995212,81.22760148563238,11.21484141232795,472,351,-121,-25.635593220338983,0.213038715022446,0.6439,1.030357405020843e-6,8.769534891223073e-7,28.86508924511944,6.872852233676976,-10.750079326419694,-14.124358979053998,PP
13929,2926400,292640,51.3124840891959,47.7440317079195,36.4501912255205,36.4143350484513,14.28309480180863,9.211762377787553,87.25606027299428,43.1841654483969,94.81159255292424,6.670803510615356,44.16824135010099,55.831758649899,13.58,98.18,38.94673847995212,81.22760148563238,11.21484141232795,534,492,-42,-7.865168539325842,0.213038715022446,0.6439,1.030357405020843e-6,8.769534891223073e-7,28.86508924511944,6.872852233676976,-14.8622928636754,-28.964282527894085,PP
13843,2920502,292050,39.5843383906923,35.4747214987052,44.3924472978824,44.5645167435808,6.623991934857635,4.533520333091359,79.23230805835287,70.10556433936854,97.32652545763568,9.952451236946803,78.84489884707418,21.15510115292582,25.99,98.56,3.642384105960265,69.85715321586542,17.02538631346578,374,379,5,1.3368983957219251,0.2221177833635275,0.5285,1.817172683409197e-6,1.138711087017541e-6,25.85974070039186,13.24503311258278,4.808108907190096,12.146493039076928,GG
13840,2914307,291430,44.8511587015381,43.6132287078562,60.0942431345664,60.2434382378709,0.1261751277092075,14.84138036876186,82.11916087771117,45.08517991029129,95.81088616910912,1.988578113434231,46.83131407269338,53.16868592730661,5.62,96.2,7.8,72.99161230195713,65.93333333333334,126,92,-34,-26.984126984126984,0.3549250919875409,0.312,3.246272270123128e-7,3.418418694308003e-7,23.41386215796842,9.70873786407767,15.2430844330283,33.985932302135964,GP
13839,2914307,291430,55.7518524313796,54.5728793703667,67.0225490350514,67.1354443367665,0.1261751277092075,14.84138036876186,82.11916087771117,45.08517991029129,95.81088616910912,1.988578113434231,46.83131407269338,53.16868592730661,5.62,96.2,7.8,72.99161230195713,65.93333333333334,465,320,-145,-31.182795698924732,0.3549250919875409,0.312,3.246272270123128e-7,3.418418694308003e-7,23.41386215796842,9.70873786407767,11.270696603671801,20.21582442941063,GP
13842,2920502,292050,16.274459558184,14.8247934629053,24.0488354063493,22.1549884559969,6.623991934857635,4.533520333091359,79.23230805835287,70.10556433936854,97.32652545763568,9.952451236946803,78.84489884707418,21.15510115292582,25.99,98.56,3.642384105960265,69.85715321586542,17.02538631346578,159,130,-29,-18.238993710691823,0.2221177833635275,0.5285,1.817172683409197e-6,1.138711087017541e-6,25.85974070039186,13.24503311258278,7.7743758481653025,47.77040872153431,GP
13841,2914307,291430,48.1532569099108,47.9922831681208,64.0370768364566,64.076965815544,0.1261751277092075,14.84138036876186,82.11916087771117,45.08517991029129,95.81088616910912,1.988578113434231,46.83131407269338,53.16868592730661,5.62,96.2,7.8,72.99161230195713,65.93333333333334,160,116,-44,-27.500000000000004,0.3549250919875409,0.312,3.246272270123128e-7,3.418418694308003e-7,23.41386215796842,9.70873786407767,15.883819926545804,32.98597217684071,GP
13828,2900504,290050,73.4147172233315,73.3993081868588,73.4029855507014,73.3938702575683,0.04252310256652029,6.406529553395658,81.24733465665817,21.149655843856362,95.49314181995979,0.9008003609347693,21.5188679245283,78.48113207547169,0.48,100,0.06064281382656155,67.95283018867924,33.17161916312917,728,721,-7,-0.9615384615384616,0.3842274097040913,0.5874,4.817830768717962e-6,1.135388386415439e-6,10.18720173647769,16.94915254237288,-0.011731672630091339,-0.015980001113949625,PP
